,County,State_Name,State,Fipcode,Population,Areaname,STCOU,Land Area 2010,Population Density
2350,Sumter,South Carolina,SC,45085,106721,"Sumter, SC",45085,665.07,160.46581562843008
2351,Union,South Carolina,SC,45087,27316,"Union, SC",45087,514.17,53.126397883968345
2352,Williamsburg,South Carolina,SC,45089,30368,"Williamsburg, SC",45089,934.16,32.50834974736662
2353,York,South Carolina,SC,45091,280979,"York, SC",45091,680.6,412.84014105201294
2354,Aurora,South Dakota,SD,46003,2751,"Aurora, SD",46003,708.43,3.883234758550598
2355,Beadle,South Dakota,SD,46005,18453,"Beadle, SD",46005,1258.71,14.66024739614367
2356,Bennett,South Dakota,SD,46007,3365,"Bennett, SD",46007,1184.71,2.8403575558575516
2357,Bon Homme,South Dakota,SD,46009,6901,"Bon Homme, SD",46009,563.7,12.242327479155579
2358,Brookings,South Dakota,SD,46011,35077,"Brookings, SD",46011,792.21,44.27740119412782
2359,Brown,South Dakota,SD,46013,38839,"Brown, SD",46013,1712.98,22.673352870436315
2360,Brule,South Dakota,SD,46015,5297,"Brule, SD",46015,817.24,6.481572120796828
2361,Buffalo,South Dakota,SD,46017,1962,"Buffalo, SD",46017,471.38,4.162247019389876
2362,Butte,South Dakota,SD,46019,10429,"Butte, SD",46019,2249.9,4.635317125205565
2363,Campbell,South Dakota,SD,46021,1376,"Campbell, SD",46021,733.68,1.8754770472140443
2364,Charles Mix,South Dakota,SD,46023,9292,"Charles Mix, SD",46023,1097.49,8.466591950723924
2365,Clark,South Dakota,SD,46025,3736,"Clark, SD",46025,957.6,3.901420217209691
2366,Clay,South Dakota,SD,46027,14070,"Clay, SD",46027,412.19,34.13474368616415
2367,Codington,South Dakota,SD,46029,28009,"Codington, SD",46029,688.5,40.681190994916484
2368,Corson,South Dakota,SD,46031,4086,"Corson, SD",46031,2469.69,1.6544586567544914
2369,Custer,South Dakota,SD,46033,8972,"Custer, SD",46033,1557.0,5.762363519588953
2370,Davison,South Dakota,SD,46035,19775,"Davison, SD",46035,435.56,45.401322435485355
2371,Day,South Dakota,SD,46037,5424,"Day, SD",46037,1027.87,5.276931907731523
2372,Deuel,South Dakota,SD,46039,4351,"Deuel, SD",46039,622.69,6.987425524739437
2373,Dewey,South Dakota,SD,46041,5892,"Dewey, SD",46041,2302.49,2.5589687685940006
2374,Douglas,South Dakota,SD,46043,2921,"Douglas, SD",46043,431.8,6.764705882352941
2375,Edmunds,South Dakota,SD,46045,3829,"Edmunds, SD",46045,1125.96,3.4006536644285763
2376,Fall River,South Dakota,SD,46047,6713,"Fall River, SD",46047,1739.92,3.858223366591567
2377,Faulk,South Dakota,SD,46049,2299,"Faulk, SD",46049,981.75,2.3417366946778713
2378,Grant,South Dakota,SD,46051,7052,"Grant, SD",46051,681.46,10.348369676870249
2379,Gregory,South Dakota,SD,46053,4185,"Gregory, SD",46053,1014.96,4.12331520454008
2380,Haakon,South Dakota,SD,46055,1899,"Haakon, SD",46055,1810.53,1.048864144753194
2381,Hamlin,South Dakota,SD,46057,6164,"Hamlin, SD",46057,507.23,12.152278059263056
2382,Hand,South Dakota,SD,46059,3191,"Hand, SD",46059,1436.61,2.221201300283306
2383,Hanson,South Dakota,SD,46061,3453,"Hanson, SD",46061,434.51,7.946882695450047
2384,Harding,South Dakota,SD,46063,1298,"Harding, SD",46063,2671.38,0.4858911873264006
2385,Hughes,South Dakota,SD,46065,17526,"Hughes, SD",46065,741.56,23.633960839311722
2386,Hutchinson,South Dakota,SD,46067,7291,"Hutchinson, SD",46067,812.9,8.969122893344815
2387,Hyde,South Dakota,SD,46069,1301,"Hyde, SD",46069,860.52,1.5118765397666527
2388,Jackson,South Dakota,SD,46071,3344,"Jackson, SD",46071,1863.91,1.7940780402487244
2389,Jerauld,South Dakota,SD,46073,2013,"Jerauld, SD",46073,526.23,3.8253235277350206
2390,Jones,South Dakota,SD,46075,903,"Jones, SD",46075,969.68,0.9312350466133158
2391,Kingsbury,South Dakota,SD,46077,4939,"Kingsbury, SD",46077,832.24,5.9345861770643085
2392,Lake,South Dakota,SD,46079,12797,"Lake, SD",46079,563.28,22.718718931969892
2393,Lawrence,South Dakota,SD,46081,25844,"Lawrence, SD",46081,800.04,32.30338483075846
2394,Lincoln,South Dakota,SD,46083,61128,"Lincoln, SD",46083,577.28,105.88968957871397
2395,Lyman,South Dakota,SD,46085,3781,"Lyman, SD",46085,1641.94,2.302763803793074
2396,McCook,South Dakota,SD,46087,5586,"McCook, SD",46087,574.2,9.728317659352141
2397,McPherson,South Dakota,SD,46089,2379,"McPherson, SD",46089,1136.64,2.0930109797297294
2398,Marshall,South Dakota,SD,46091,4935,"Marshall, SD",46091,838.07,5.888529597766296
2399,Meade,South Dakota,SD,46093,28332,"Meade, SD",46093,3470.98,8.162536228961272
2400,Mellette,South Dakota,SD,46095,2061,"Mellette, SD",46095,1307.31,1.5765197237074604
2401,Miner,South Dakota,SD,46097,2216,"Miner, SD",46097,570.31,3.8856060738896394
2402,Minnehaha,South Dakota,SD,46099,193134,"Minnehaha, SD",46099,807.15,239.27894443412006
2403,Moody,South Dakota,SD,46101,6576,"Moody, SD",46101,519.39,12.661006180326922
2404,Pennington,South Dakota,SD,46103,113775,"Pennington, SD",46103,2776.55,40.97711188345248
2405,Perkins,South Dakota,SD,46105,2865,"Perkins, SD",46105,2870.48,0.9980909116245367
2406,Potter,South Dakota,SD,46107,2153,"Potter, SD",46107,861.14,2.500174187704671
2407,Roberts,South Dakota,SD,46109,10394,"Roberts, SD",46109,1101.04,9.440165661556348
2408,Sanborn,South Dakota,SD,46111,2344,"Sanborn, SD",46111,569.32,4.117192440103984
2409,Spink,South Dakota,SD,46115,6376,"Spink, SD",46115,1503.93,4.239559022028951
2410,Stanley,South Dakota,SD,46117,3098,"Stanley, SD",46117,1444.43,2.1447906786760176
2411,Sully,South Dakota,SD,46119,1391,"Sully, SD",46119,1006.82,1.3815776404918456
2412,Todd,South Dakota,SD,46121,10177,"Todd, SD",46121,1388.56,7.329175548769949
2413,Tripp,South Dakota,SD,46123,5441,"Tripp, SD",46123,1612.45,3.374368197463487
2414,Turner,South Dakota,SD,46125,8384,"Turner, SD",46125,617.06,13.587009366998348
2415,Union,South Dakota,SD,46127,15932,"Union, SD",46127,460.54,34.594172058887395
2416,Walworth,South Dakota,SD,46129,5435,"Walworth, SD",46129,708.63,7.669728913537389
2417,Yankton,South Dakota,SD,46135,22814,"Yankton, SD",46135,521.16,43.775424054033316
2418,Ziebach,South Dakota,SD,46137,2756,"Ziebach, SD",46137,1961.27,1.4052119290051854
2419,Anderson,Tennessee,TN,47001,76978,"Anderson, TN",47001,337.16,228.3129671372642
2420,Bedford,Tennessee,TN,47003,49713,"Bedford, TN",47003,473.64,104.95946288320243
2421,Benton,Tennessee,TN,47005,16160,"Benton, TN",47005,394.14,41.00065966407875
2422,Bledsoe,Tennessee,TN,47007,15064,"Bledsoe, TN",47007,406.43,37.064193095982084
2423,Blount,Tennessee,TN,47009,133088,"Blount, TN",47009,558.71,238.2058670866818
2424,Bradley,Tennessee,TN,47011,108110,"Bradley, TN",47011,328.76,328.8417082370118
2425,Campbell,Tennessee,TN,47013,39842,"Campbell, TN",47013,480.19,82.97132385097565
2426,Cannon,Tennessee,TN,47015,14678,"Cannon, TN",47015,265.64,55.25523264568589
2427,Carroll,Tennessee,TN,47017,27767,"Carroll, TN",47017,599.25,46.33625365039633
2428,Carter,Tennessee,TN,47019,56391,"Carter, TN",47019,341.2,165.27256740914422
2429,Cheatham,Tennessee,TN,47021,40667,"Cheatham, TN",47021,302.44,134.46303399021295
2430,Chester,Tennessee,TN,47023,17297,"Chester, TN",47023,285.74,60.53405193532582
2431,Claiborne,Tennessee,TN,47025,31959,"Claiborne, TN",47025,434.58,73.53996962584564
2432,Clay,Tennessee,TN,47027,7615,"Clay, TN",47027,236.54,32.19328654772977
2433,Cocke,Tennessee,TN,47029,36004,"Cocke, TN",47029,434.57,82.84971350990635
2434,Coffee,Tennessee,TN,47031,56520,"Coffee, TN",47031,428.96,131.76053711301753
2435,Crockett,Tennessee,TN,47033,14230,"Crockett, TN",47033,265.54,53.588913158092936
2436,Cumberland,Tennessee,TN,47035,60520,"Cumberland, TN",47035,681.03,88.86539506335991
2437,Davidson,Tennessee,TN,47037,694144,"Davidson, TN",47037,504.03,1377.187865801639
2438,Decatur,Tennessee,TN,47039,11663,"Decatur, TN",47039,333.85,34.934850980979476
2439,De Kalb,Tennessee,TN,47041,20490,"DeKalb, TN",47041,304.35,67.3238048299655
2440,Dickson,Tennessee,TN,47043,53948,"Dickson, TN",47043,489.9,110.1204327413758
2441,Dyer,Tennessee,TN,47045,37159,"Dyer, TN",47045,512.33,72.52942439443326
2442,Fayette,Tennessee,TN,47047,41133,"Fayette, TN",47047,704.79,58.362065296045635
2443,Fentress,Tennessee,TN,47049,18523,"Fentress, TN",47049,498.61,37.14927498445679
2444,Franklin,Tennessee,TN,47051,42208,"Franklin, TN",47051,554.54,76.11353554297256
2445,Gibson,Tennessee,TN,47053,49133,"Gibson, TN",47053,602.74,81.51607658360155
2446,Giles,Tennessee,TN,47055,29464,"Giles, TN",47055,610.93,48.228111240240295
2447,Grainger,Tennessee,TN,47057,23320,"Grainger, TN",47057,280.6,83.10762651461154
2448,Greene,Tennessee,TN,47059,69069,"Greene, TN",47059,622.17,111.01306716813734
2449,Grundy,Tennessee,TN,47061,13427,"Grundy, TN",47061,360.53,37.24239314342773
2450,Hamblen,Tennessee,TN,47063,64934,"Hamblen, TN",47063,161.18,402.866360590644
2451,Hamilton,Tennessee,TN,47065,367804,"Hamilton, TN",47065,542.43,678.0672160463101
2452,Hancock,Tennessee,TN,47067,6620,"Hancock, TN",47067,222.34,29.774219663578304
2453,Hardeman,Tennessee,TN,47069,25050,"Hardeman, TN",47069,667.77,37.51291612381509
2454,Hardin,Tennessee,TN,47071,25652,"Hardin, TN",47071,577.32,44.43289683364512
2455,Hawkins,Tennessee,TN,47073,56786,"Hawkins, TN",47073,486.98,116.60848494804715
2456,Haywood,Tennessee,TN,47075,17304,"Haywood, TN",47075,533.11,32.45859203541483
2457,Henderson,Tennessee,TN,47077,28117,"Henderson, TN",47077,520.07,54.06387601669005
2458,Henry,Tennessee,TN,47079,32345,"Henry, TN",47079,562.1,57.54314178971713
2459,Hickman,Tennessee,TN,47081,25178,"Hickman, TN",47081,612.5,41.1069387755102
2460,Houston,Tennessee,TN,47083,8201,"Houston, TN",47083,200.29,40.94562883818463
2461,Humphreys,Tennessee,TN,47085,18582,"Humphreys, TN",47085,530.98,34.99566838675656
2462,Jackson,Tennessee,TN,47087,11786,"Jackson, TN",47087,308.32,38.22651790347691
2463,Jefferson,Tennessee,TN,47089,54495,"Jefferson, TN",47089,274.08,198.82880910683014
2464,Johnson,Tennessee,TN,47091,17788,"Johnson, TN",47091,298.48,59.59528276601447
2465,Knox,Tennessee,TN,47093,470313,"Knox, TN",47093,508.22,925.4122230530085
2466,Lake,Tennessee,TN,47095,7016,"Lake, TN",47095,165.78,42.32114851007359
2467,Lauderdale,Tennessee,TN,47097,25633,"Lauderdale, TN",47097,471.99,54.30835399055064
2468,Lawrence,Tennessee,TN,47099,44142,"Lawrence, TN",47099,617.13,71.52787905303583
2469,Lewis,Tennessee,TN,47101,12268,"Lewis, TN",47101,282.09,43.489666418518915
2470,Lincoln,Tennessee,TN,47103,34366,"Lincoln, TN",47103,570.34,60.25528632044043
2471,Loudon,Tennessee,TN,47105,54068,"Loudon, TN",47105,229.22,235.87819561992845
2472,McMinn,Tennessee,TN,47107,53794,"McMinn, TN",47107,430.13,125.06451537907145
2473,McNairy,Tennessee,TN,47109,25694,"McNairy, TN",47109,562.86,45.64900685783321
2474,Macon,Tennessee,TN,47111,24602,"Macon, TN",47111,307.14,80.10028000260468
2475,Madison,Tennessee,TN,47113,97984,"Madison, TN",47113,557.12,175.8759333716255
2476,Marion,Tennessee,TN,47115,28907,"Marion, TN",47115,498.16,58.027541352176
2477,Marshall,Tennessee,TN,47117,34375,"Marshall, TN",47117,375.46,91.55435998508497
2478,Maury,Tennessee,TN,47119,96387,"Maury, TN",47119,613.14,157.2022702808494
2479,Meigs,Tennessee,TN,47121,12422,"Meigs, TN",47121,195.12,63.66338663386634
2480,Monroe,Tennessee,TN,47123,46545,"Monroe, TN",47123,635.57,73.23347546297025
2481,Montgomery,Tennessee,TN,47125,208993,"Montgomery, TN",47125,539.18,387.6126710931415
2482,Moore,Tennessee,TN,47127,6488,"Moore, TN",47127,129.22,50.20894598359387
2483,Morgan,Tennessee,TN,47129,21403,"Morgan, TN",47129,522.18,40.98778199088437
2484,Obion,Tennessee,TN,47131,30069,"Obion, TN",47131,544.73,55.19982376590237
2485,Overton,Tennessee,TN,47133,22241,"Overton, TN",47133,433.48,51.30801882439789
2486,Perry,Tennessee,TN,47135,8076,"Perry, TN",47135,414.73,19.4729100860801
2487,Pickett,Tennessee,TN,47137,5048,"Pickett, TN",47137,162.98,30.973125536875692
2488,Polk,Tennessee,TN,47139,16832,"Polk, TN",47139,434.68,38.72273856630164
2489,Putnam,Tennessee,TN,47141,80245,"Putnam, TN",47141,401.1,200.06232859636
2490,Rhea,Tennessee,TN,47143,33167,"Rhea, TN",47143,315.38,105.16519753947618
2491,Roane,Tennessee,TN,47145,53382,"Roane, TN",47145,360.71,147.99146128468854
2492,Robertson,Tennessee,TN,47147,71813,"Robertson, TN",47147,476.29,150.77578786033718
2493,Rutherford,Tennessee,TN,47149,332285,"Rutherford, TN",47149,619.36,536.4973521053992
2494,Scott,Tennessee,TN,47151,22068,"Scott, TN",47151,532.3,41.457824535036636
2495,Sequatchie,Tennessee,TN,47153,15026,"Sequatchie, TN",47153,265.86,56.51846836680959
2496,Sevier,Tennessee,TN,47155,98250,"Sevier, TN",47155,592.5,165.8227848101266
2497,Shelby,Tennessee,TN,47157,937166,"Shelby, TN",47157,763.17,1227.9911422094685
2498,Smith,Tennessee,TN,47159,20157,"Smith, TN",47159,314.29,64.1350345222565
2499,Stewart,Tennessee,TN,47161,13715,"Stewart, TN",47161,459.33,29.858707247512683
2500,Sullivan,Tennessee,TN,47163,158348,"Sullivan, TN",47163,413.36,383.0752854654538
2501,Sumner,Tennessee,TN,47165,191283,"Sumner, TN",47165,529.45,361.28624043819053
2502,Tipton,Tennessee,TN,47167,61599,"Tipton, TN",47167,458.37,134.38706721644087
2503,Trousdale,Tennessee,TN,47169,11284,"Trousdale, TN",47169,114.19,98.81775987389439
2504,Unicoi,Tennessee,TN,47171,17883,"Unicoi, TN",47171,186.17,96.05736692270506
2505,Union,Tennessee,TN,47173,19972,"Union, TN",47173,223.55,89.34019235070454
2506,Van Buren,Tennessee,TN,47175,5872,"Van Buren, TN",47175,273.42,21.47611732865189
2507,Warren,Tennessee,TN,47177,41277,"Warren, TN",47177,432.68,95.39844688915596
2508,Washington,Tennessee,TN,47179,129375,"Washington, TN",47179,326.47,396.28449780990593
2509,Wayne,Tennessee,TN,47181,16673,"Wayne, TN",47181,734.1,22.712164555237706
2510,Weakley,Tennessee,TN,47183,33328,"Weakley, TN",47183,580.36,57.42642497760011
2511,White,Tennessee,TN,47185,27345,"White, TN",47185,376.67,72.59670268404705
2512,Williamson,Tennessee,TN,47187,238412,"Williamson, TN",47187,582.6,409.2207346378304
2513,Wilson,Tennessee,TN,47189,144657,"Wilson, TN",47189,570.83,253.4152024245397
2514,Anderson,Texas,TX,48001,57735,"Anderson, TX",48001,1062.6,54.33370976849238
2515,Andrews,Texas,TX,48003,18705,"Andrews, TX",48003,1500.71,12.464100325845767
2516,Angelina,Texas,TX,48005,86715,"Angelina, TX",48005,797.78,108.69537967860815
2517,Aransas,Texas,TX,48007,23510,"Aransas, TX",48007,252.07,93.26774308723768
2518,Archer,Texas,TX,48009,8553,"Archer, TX",48009,903.11,9.470607124270575
2519,Armstrong,Texas,TX,48011,1887,"Armstrong, TX",48011,909.11,2.0756564112153644
2520,Atascosa,Texas,TX,48013,51153,"Atascosa, TX",48013,1219.54,41.94450366531643
2521,Austin,Texas,TX,48015,30032,"Austin, TX",48015,646.51,46.45249106742355
2522,Bailey,Texas,TX,48017,7000,"Bailey, TX",48017,826.8,8.466376390904694
2523,Bandera,Texas,TX,48019,23112,"Bandera, TX",48019,790.96,29.220188125821785
2524,Bastrop,Texas,TX,48021,88723,"Bastrop, TX",48021,888.15,99.89641389404943
2525,Baylor,Texas,TX,48023,3509,"Baylor, TX",48023,867.48,4.045050029971873
2526,Bee,Texas,TX,48025,32565,"Bee, TX",48025,880.24,36.99559211124239
2527,Bell,Texas,TX,48027,362924,"Bell, TX",48027,1051.02,345.3064641966851
2528,Bexar,Texas,TX,48029,2003554,"Bexar, TX",48029,1239.82,1616.003936055234
2529,Blanco,Texas,TX,48031,11931,"Blanco, TX",48031,709.25,16.82199506520973
2530,Borden,Texas,TX,48033,654,"Borden, TX",48033,897.44,0.7287395257621679
2531,Bosque,Texas,TX,48035,18685,"Bosque, TX",48035,982.98,19.00852509715355
2532,Bowie,Texas,TX,48037,93245,"Bowie, TX",48037,885.01,105.36039140800669
2533,Brazoria,Texas,TX,48039,374264,"Brazoria, TX",48039,1357.7,275.6603078736098
2534,Brazos,Texas,TX,48041,229211,"Brazos, TX",48041,585.45,391.5125117431036
2535,Brewster,Texas,TX,48043,9203,"Brewster, TX",48043,6183.73,1.4882603218445827
2536,Briscoe,Texas,TX,48045,1546,"Briscoe, TX",48045,900.0,1.7177777777777778
2537,Brooks,Texas,TX,48047,7093,"Brooks, TX",48047,943.36,7.518868724559023
2538,Brown,Texas,TX,48049,37864,"Brown, TX",48049,944.43,40.09190728799382
2539,Burleson,Texas,TX,48051,18443,"Burleson, TX",48051,659.03,27.985068964994007
2540,Burnet,Texas,TX,48053,48155,"Burnet, TX",48053,994.26,48.433005451290406
2541,Caldwell,Texas,TX,48055,43664,"Caldwell, TX",48055,545.26,80.07922825807871
2542,Calhoun,Texas,TX,48057,21290,"Calhoun, TX",48057,506.84,42.005366585115624
2543,Callahan,Texas,TX,48059,13943,"Callahan, TX",48059,899.37,15.503074374284221
2544,Cameron,Texas,TX,48061,423163,"Cameron, TX",48061,890.92,474.97306155434836
2545,Camp,Texas,TX,48063,13094,"Camp, TX",48063,195.83,66.86411683603124
2546,Carson,Texas,TX,48065,5926,"Carson, TX",48065,920.22,6.4397644041642215
2547,Cass,Texas,TX,48067,30026,"Cass, TX",48067,936.96,32.04619193989071
2548,Castro,Texas,TX,48069,7530,"Castro, TX",48069,894.43,8.418769495656452
2549,Chambers,Texas,TX,48071,43837,"Chambers, TX",48071,597.14,73.41159527079077
2550,Cherokee,Texas,TX,48073,52646,"Cherokee, TX",48073,1052.91,50.00047487439572
2551,Childress,Texas,TX,48075,7306,"Childress, TX",48075,696.41,10.490946425238008
2552,Clay,Texas,TX,48077,10471,"Clay, TX",48077,1088.72,9.6177162172092
2553,Cochran,Texas,TX,48079,2853,"Cochran, TX",48079,775.15,3.680577952654325
2554,Coke,Texas,TX,48081,3387,"Coke, TX",48081,911.47,3.715975292659111
2555,Coleman,Texas,TX,48083,8175,"Coleman, TX",48083,1261.95,6.478069654106739
2556,Collin,Texas,TX,48085,1034730,"Collin, TX",48085,841.23,1230.0203273777684
2557,Collingsworth,Texas,TX,48087,2920,"Collingsworth, TX",48087,918.44,3.179304037280606
2558,Colorado,Texas,TX,48089,21493,"Colorado, TX",48089,960.27,22.3822466597936
2559,Comal,Texas,TX,48091,156209,"Comal, TX",48091,559.48,279.20390362479446
2560,Comanche,Texas,TX,48093,13635,"Comanche, TX",48093,937.75,14.540122633964277
2561,Concho,Texas,TX,48095,2726,"Concho, TX",48095,983.8,2.7708883919495833
2562,Cooke,Texas,TX,48097,41257,"Cooke, TX",48097,874.76,47.16379349764507
2563,Coryell,Texas,TX,48099,75951,"Coryell, TX",48099,1052.07,72.19196441301435
2564,Cottle,Texas,TX,48101,1398,"Cottle, TX",48101,900.56,1.5523674158301501
2565,Crane,Texas,TX,48103,4797,"Crane, TX",48103,785.07,6.110283159463487
2566,Crockett,Texas,TX,48105,3464,"Crockett, TX",48105,2807.33,1.2339126500981359
2567,Crosby,Texas,TX,48107,5737,"Crosby, TX",48107,900.2,6.373028215952011
2568,Culberson,Texas,TX,48109,2171,"Culberson, TX",48109,3812.8,0.569397817876626
2569,Dallam,Texas,TX,48111,7287,"Dallam, TX",48111,1503.26,4.847464843074385
2570,Dallas,Texas,TX,48113,2635516,"Dallas, TX",48113,871.28,3024.8783399136905
2571,Dawson,Texas,TX,48115,12728,"Dawson, TX",48115,900.31,14.137352689629129
2572,Deaf Smith,Texas,TX,48117,18546,"Deaf Smith, TX",48117,1496.87,12.389853494291422
2573,Delta,Texas,TX,48119,5331,"Delta, TX",48119,256.83,20.75692092045322
2574,Denton,Texas,TX,48121,887207,"Denton, TX",48121,878.43,1009.9916897191581
2575,De Witt,Texas,TX,48123,20160,"DeWitt, TX",48123,908.98,22.178705802107856
2576,Dickens,Texas,TX,48125,2211,"Dickens, TX",48125,901.72,2.4519806591846693
2577,Dimmit,Texas,TX,48127,10124,"Dimmit, TX",48127,1328.88,7.618445608331828
2578,Donley,Texas,TX,48129,3278,"Donley, TX",48129,926.89,3.536557736085188
2579,Duval,Texas,TX,48131,11157,"Duval, TX",48131,1793.48,6.220866694917144
2580,Eastland,Texas,TX,48133,18360,"Eastland, TX",48133,926.49,19.816727649515915
2581,Ector,Texas,TX,48135,166223,"Ector, TX",48135,897.69,185.16748543483828
2582,Edwards,Texas,TX,48137,1932,"Edwards, TX",48137,2117.86,0.9122416023722059
2583,Ellis,Texas,TX,48139,184826,"Ellis, TX",48139,935.49,197.57132625682797
2584,El Paso,Texas,TX,48141,839238,"El Paso, TX",48141,1012.69,828.7215238621887
2585,Erath,Texas,TX,48143,42698,"Erath, TX",48143,1083.07,39.42312131256521
2586,Falls,Texas,TX,48145,17297,"Falls, TX",48145,765.48,22.59627945864033
2587,Fannin,Texas,TX,48147,35514,"Fannin, TX",48147,890.84,39.86574469040456
2588,Fayette,Texas,TX,48149,25346,"Fayette, TX",48149,950.01,26.67971916085094
2589,Fisher,Texas,TX,48151,3830,"Fisher, TX",48151,898.94,4.260573564420317
2590,Floyd,Texas,TX,48153,5712,"Floyd, TX",48153,992.14,5.757252000725704
2591,Foard,Texas,TX,48155,1155,"Foard, TX",48155,704.4,1.6396933560477003
2592,Fort Bend,Texas,TX,48157,811688,"Fort Bend, TX",48157,861.48,942.2017922644751
2593,Franklin,Texas,TX,48159,10725,"Franklin, TX",48159,284.39,37.71229649425086
2594,Freestone,Texas,TX,48161,19717,"Freestone, TX",48161,877.74,22.463371841319752
2595,Frio,Texas,TX,48163,20306,"Frio, TX",48163,1133.5,17.914424349360388
2596,Gaines,Texas,TX,48165,21492,"Gaines, TX",48165,1502.38,14.30530225375737
2597,Galveston,Texas,TX,48167,342139,"Galveston, TX",48167,378.36,904.2684216090496
2598,Garza,Texas,TX,48169,6229,"Garza, TX",48169,893.41,6.972162836771472
2599,Gillespie,Texas,TX,48171,26988,"Gillespie, TX",48171,1058.21,25.50344449589401
2600,Glasscock,Texas,TX,48173,1409,"Glasscock, TX",48173,900.22,1.5651729577214457
2601,Goliad,Texas,TX,48175,7658,"Goliad, TX",48175,852.01,8.98815741599277
2602,Gonzales,Texas,TX,48177,20837,"Gonzales, TX",48177,1066.69,19.534260188058386
2603,Gray,Texas,TX,48179,21886,"Gray, TX",48179,925.97,23.63575493806495
2604,Grayson,Texas,TX,48181,136212,"Grayson, TX",48181,932.8,146.02487135506004
2605,Gregg,Texas,TX,48183,123945,"Gregg, TX",48183,273.3,453.51262349066957
2606,Grimes,Texas,TX,48185,28880,"Grimes, TX",48185,787.46,36.67487872399868
2607,Guadalupe,Texas,TX,48187,166847,"Guadalupe, TX",48187,711.3,234.5662870799944
2608,Hale,Texas,TX,48189,33406,"Hale, TX",48189,1004.68,33.25038818330215
2609,Hall,Texas,TX,48191,2964,"Hall, TX",48191,883.49,3.3548766822488085
2610,Hamilton,Texas,TX,48193,8461,"Hamilton, TX",48193,835.91,10.121903075689968
2611,Hansford,Texas,TX,48195,5399,"Hansford, TX",48195,919.81,5.869690479555561
2612,Hardeman,Texas,TX,48197,3933,"Hardeman, TX",48197,695.11,5.658097279567262
2613,Hardin,Texas,TX,48199,57602,"Hardin, TX",48199,890.57,64.67992409355806
2614,Harris,Texas,TX,48201,4713325,"Harris, TX",48201,1703.48,2766.8801512198556
2615,Harrison,Texas,TX,48203,66553,"Harrison, TX",48203,899.95,73.95188621590088
2616,Hartley,Texas,TX,48205,5576,"Hartley, TX",48205,1462.03,3.8138752282784893
2617,Haskell,Texas,TX,48207,5658,"Haskell, TX",48207,903.13,6.264878810359527
2618,Hays,Texas,TX,48209,230191,"Hays, TX",48209,677.98,339.52476474232276
2619,Hemphill,Texas,TX,48211,3819,"Hemphill, TX",48211,906.29,4.213882973441172
2620,Henderson,Texas,TX,48213,82737,"Henderson, TX",48213,873.75,94.69184549356223
2621,Hidalgo,Texas,TX,48215,868707,"Hidalgo, TX",48215,1570.87,553.0101154137517
2622,Hill,Texas,TX,48217,36649,"Hill, TX",48217,958.86,38.22142961433369
2623,Hockley,Texas,TX,48219,23021,"Hockley, TX",48219,908.39,25.342639174803775
2624,Hood,Texas,TX,48221,61643,"Hood, TX",48221,420.64,146.54573982502853
2625,Hopkins,Texas,TX,48223,37084,"Hopkins, TX",48223,767.17,48.33869937562731
2626,Houston,Texas,TX,48225,22968,"Houston, TX",48225,1230.91,18.659365835032617
2627,Howard,Texas,TX,48227,36664,"Howard, TX",48227,900.79,40.702050422407
2628,Hudspeth,Texas,TX,48229,4886,"Hudspeth, TX",48229,4570.98,1.0689173875186504
2629,Hunt,Texas,TX,48231,98594,"Hunt, TX",48231,840.32,117.3291127189642
2630,Hutchinson,Texas,TX,48233,20938,"Hutchinson, TX",48233,887.42,23.594239480741926
2631,Irion,Texas,TX,48235,1536,"Irion, TX",48235,1051.56,1.4606869793449733
2632,Jack,Texas,TX,48237,8935,"Jack, TX",48237,910.66,9.811565238398524
2633,Jackson,Texas,TX,48239,14760,"Jackson, TX",48239,829.44,17.79513888888889
2634,Jasper,Texas,TX,48241,35529,"Jasper, TX",48241,938.85,37.84310592746445
2635,Jeff Davis,Texas,TX,48243,2274,"Jeff Davis, TX",48243,2264.56,1.0041685802098421
2636,Jefferson,Texas,TX,48245,251565,"Jefferson, TX",48245,876.3,287.0763437179048
2637,Jim Hogg,Texas,TX,48247,5200,"Jim Hogg, TX",48247,1136.14,4.576900734064464
2638,Jim Wells,Texas,TX,48249,40482,"Jim Wells, TX",48249,864.97,46.80162317768246
2639,Johnson,Texas,TX,48251,175817,"Johnson, TX",48251,724.69,242.6099435620748
2640,Jones,Texas,TX,48253,20083,"Jones, TX",48253,928.55,21.62834526950622
2641,Karnes,Texas,TX,48255,15601,"Karnes, TX",48255,747.56,20.869227888062497
2642,Kaufman,Texas,TX,48257,136154,"Kaufman, TX",48257,780.7,174.3998975278596
2643,Kendall,Texas,TX,48259,47431,"Kendall, TX",48259,662.45,71.59936598988602
2644,Kenedy,Texas,TX,48261,404,"Kenedy, TX",48261,1458.33,0.27702920463818204
2645,Kent,Texas,TX,48263,762,"Kent, TX",48263,902.51,0.8443119743825553
2646,Kerr,Texas,TX,48265,52600,"Kerr, TX",48265,1103.32,47.67429213646086
2647,Kimble,Texas,TX,48267,4337,"Kimble, TX",48267,1250.99,3.4668542514328653
2648,King,Texas,TX,48269,272,"King, TX",48269,910.87,0.2986156092526925
2649,Kinney,Texas,TX,48271,3667,"Kinney, TX",48271,1360.06,2.696204579209741
2650,Kleberg,Texas,TX,48273,30680,"Kleberg, TX",48273,881.31,34.811814231087816
