,COUNTY,STATE,COUNTYFIPS,num_hospital,num_beds
2145,ST. CHARLES,LA,22089,1,59
2146,ST. CHARLES,MO,29183,7,852
2147,ST. CLAIR,AL,01115,1,40
2148,ST. CLAIR,IL,17163,3,473
2149,ST. CLAIR,MI,26147,3,398
2150,ST. CLAIR,MO,29185,2,59
2151,ST. CROIX,WI,55109,4,100
2152,ST. FRANCIS,AR,05123,1,118
2153,ST. FRANCOIS,MO,29187,4,-768
2154,ST. HELENA,LA,22091,1,25
2155,ST. JAMES,LA,22093,2,-979
2156,ST. JOHN THE BAPTIST,LA,22095,1,62
2157,ST. JOHNS,FL,12109,1,335
2158,ST. JOSEPH,IN,18141,6,811
2159,ST. JOSEPH,MI,26149,2,144
2160,ST. LANDRY,LA,22097,6,-1393
2161,ST. LAWRENCE,NY,36089,5,319
2162,ST. LOUIS,MN,27137,8,1125
2163,ST. LOUIS,MO,29189,20,2395
2164,ST. LOUIS CITY,MO,29510,14,1267
2165,ST. LUCIE,FL,12111,6,986
2166,ST. MARTIN,LA,22099,2,-974
2167,ST. MARY,LA,22101,2,187
2168,ST. MARY'S,MD,24037,1,95
2169,ST. TAMMANY,LA,22103,15,-3050
2170,STAFFORD,KS,20185,1,25
2171,STAFFORD,VA,51179,1,100
2172,STANISLAUS,CA,06099,12,1729
2173,STANLY,NC,37167,1,109
2174,STANTON,KS,20187,1,34
2175,STARK,ND,38089,2,50
2176,STARK,OH,39151,7,300
2177,STARKE,IN,18149,1,53
2178,STARR,TX,48427,1,48
2179,STAUNTON,VA,51790,2,-1998
2180,STE. GENEVIEVE,MO,29186,1,47
2181,STEARNS,MN,27145,5,588
2182,STEELE,MN,27147,1,43
2183,STEPHENS,GA,13257,1,96
2184,STEPHENS,OK,40137,1,138
2185,STEPHENSON,IL,17177,1,100
2186,STEUBEN,IN,18151,1,25
2187,STEUBEN,NY,36101,6,-1784
2188,STEVENS,KS,20189,1,100
2189,STEVENS,MN,27149,1,54
2190,STEVENS,WA,53065,2,90
2191,STEWART,GA,13259,1,25
2192,STILLWATER,MT,30095,1,23
2193,STODDARD,MO,29207,1,48
2194,STOKES,NC,37169,1,93
2195,STONE,AR,05137,1,25
2196,STONE,MS,28131,1,25
2197,STONEWALL,TX,48433,1,20
2198,STORY,IA,19169,4,279
2199,STRAFFORD,NH,33017,2,290
2200,STUTSMAN,ND,38093,2,165
2201,SUFFOLK,MA,25025,23,4134
2202,SUFFOLK,NY,36103,14,2584
2203,SUFFOLK,VA,51800,3,-1848
2204,SULLIVAN,IN,18153,1,25
2205,SULLIVAN,MO,29211,1,25
2206,SULLIVAN,NH,33019,1,25
2207,SULLIVAN,NY,36105,2,169
2208,SULLIVAN,TN,47163,4,1125
2209,SUMMERS,WV,54089,1,25
2210,SUMMIT,CO,08117,1,34
2211,SUMMIT,OH,39153,12,1820
2212,SUMMIT,UT,49043,1,26
2213,SUMNER,KS,20191,2,76
2214,SUMNER,TN,47165,2,296
2215,SUMTER,AL,01119,1,33
2216,SUMTER,FL,12119,2,339
2217,SUMTER,GA,13261,2,219
2218,SUMTER,SC,45085,1,283
2219,SUNFLOWER,MS,28133,3,140
2220,SURRY,NC,37171,2,226
2221,SUSQUEHANNA,PA,42115,3,104
2222,SUSSEX,DE,10005,3,476
2223,SUSSEX,NJ,34037,2,-853
2224,SUTTER,CA,06101,4,92
2225,SUTTON,TX,48435,1,12
2226,SUWANNEE,FL,12121,1,15
2227,SWAIN,NC,37173,2,76
2228,SWEET GRASS,MT,30097,1,50
2229,SWEETWATER,WY,56037,2,115
2230,SWIFT,MN,27151,2,46
2231,SWISHER,TX,48437,1,20
2232,TALBOT,MD,24041,1,132
2233,TALLADEGA,AL,01121,2,285
2234,TALLAHATCHIE,MS,28135,1,18
2235,TALLAPOOSA,AL,01123,2,127
2236,TANEY,MO,29213,1,157
2237,TANGIPAHOA,LA,22105,10,-575
2238,TARRANT,TX,48439,51,6790
2239,TATE,MS,28137,1,76
2240,TATTNALL,GA,13267,1,25
2241,TAYLOR,FL,12123,1,48
2242,TAYLOR,GA,13269,1,-999
2243,TAYLOR,TX,48441,5,864
2244,TAYLOR,WI,55119,2,149
2245,TAYLOR,WV,54091,1,101
2246,TAZEWELL,IL,17179,2,150
2247,TAZEWELL,VA,51185,2,231
2248,TEHAMA,CA,06103,1,76
2249,TELLER,CO,08119,1,15
2250,TERREBONNE,LA,22109,5,-632
2251,TERRY,TX,48445,1,45
2252,TETON,ID,16081,1,13
2253,TETON,MT,30099,1,40
2254,TETON,WY,56039,1,48
2255,TEXAS,MO,29215,1,66
2256,TEXAS,OK,40139,1,47
2257,THAYER,NE,31169,1,19
2258,THOMAS,GA,13275,2,664
2259,THROCKMORTON,TX,48447,1,14
2260,THURSTON,NE,31173,2,-978
2261,THURSTON,WA,53067,2,474
2262,TIFT,GA,13277,1,191
2263,TILLAMOOK,OR,41057,1,25
2264,TILLMAN,OK,40141,1,37
2265,TIOGA,PA,42117,1,83
2266,TIPPAH,MS,28139,1,25
2267,TIPPECANOE,IN,18157,7,813
2268,TIPTON,IN,18159,1,25
2269,TIPTON,TN,47167,1,100
2270,TISHOMINGO,MS,28141,1,48
2271,TITUS,TX,48449,1,164
2272,TODD,MN,27153,2,71
2273,TODD,SD,46121,1,35
2274,TOLLAND,CT,09013,2,-897
2275,TOM GREEN,TX,48451,4,614
2276,TOMPKINS,NY,36109,1,212
2277,TOOELE,UT,49045,1,31
2278,TOOLE,MT,30101,1,25
2279,TOOMBS,GA,13279,1,57
2280,TOWNER,ND,38095,1,20
2281,TOWNS,GA,13281,1,25
2282,TRAILL,ND,38097,2,41
2283,TRANSYLVANIA,NC,37175,1,94
2284,TRAVERSE,MN,27155,1,25
2285,TRAVIS,TX,48453,27,2822
2286,TREGO,KS,20195,1,62
2287,TREMPEALEAU,WI,55121,2,43
2288,TRIGG,KY,21221,1,25
2289,TRINITY,TX,48455,1,45
2290,TRIPP,SD,46123,1,25
2291,TROUP,GA,13285,1,276
2292,TROUSDALE,TN,47169,1,25
2293,TRUMBULL,OH,39155,5,693
2294,TULARE,CA,06107,7,2086
2295,TULSA,OK,40143,23,3832
2296,TUOLUMNE,CA,06109,3,152
2297,TURNER,SD,46125,1,12
2298,TUSCALOOSA,AL,01125,7,-2064
2299,TUSCARAWAS,OH,39157,3,198
2300,TUSCOLA,MI,26157,2,50
2301,TWIN FALLS,ID,16083,2,253
2302,TYLER,TX,48457,1,49
2303,TYLER,WV,54095,1,12
2304,UINTA,WY,56041,2,225
2305,UINTAH,UT,49047,1,39
2306,ULSTER,NY,36111,3,325
2307,UMATILLA,OR,41059,3,514
2308,UNICOI,TN,47171,1,83
2309,UNION,AR,05139,1,166
2310,UNION,FL,12125,3,217
2311,UNION,GA,13291,1,45
2312,UNION,IA,19175,1,25
2313,UNION,IL,17181,1,47
2314,UNION,KY,21225,1,25
2315,UNION,LA,22111,1,11
2316,UNION,MS,28145,1,153
2317,UNION,NC,37179,1,227
2318,UNION,NJ,34039,10,522
2319,UNION,NM,35059,1,25
2320,UNION,OH,39159,1,97
2321,UNION,OR,41061,1,25
2322,UNION,PA,42119,1,127
2323,UNION,SC,45087,1,143
2324,UNION,SD,46127,1,38
2325,UPSHUR,TX,48459,1,37
2326,UPSON,GA,13293,1,115
2327,UPTON,TX,48461,2,29
2328,UTAH,UT,49049,9,-3077
2329,UTUADO,PR,72141,1,-999
2330,UVALDE,TX,48463,1,25
2331,VAL VERDE,TX,48465,1,93
2332,VALDEZ-CORDOVA,AK,02261,3,-955
2333,VALLEY,ID,16085,2,25
2334,VALLEY,MT,30105,1,25
2335,VALLEY,NE,31175,1,16
2336,VAN BUREN,AR,05141,1,25
2337,VAN BUREN,IA,19177,1,25
2338,VAN BUREN,MI,26159,2,84
2339,VAN WERT,OH,39161,2,195
2340,VAN ZANDT,TX,48467,1,52
2341,VANCE,NC,37181,1,102
2342,VANDERBURGH,IN,18163,6,267
2343,VEGA BAJA,PR,72145,1,150
2344,VENANGO,PA,42121,1,164
2345,VENTURA,CA,06111,13,1690
2346,VERMILION,IL,17183,3,447
2347,VERMILION,LA,22113,2,95
2348,VERMILLION,IN,18165,1,25
2349,VERNON,LA,22115,5,-880
2350,VERNON,MO,29217,2,140
2351,VERNON,WI,55123,2,50
2352,VICTORIA,TX,48469,5,379
2353,VIEQUES,PR,72147,1,-999
2354,VIGO,IN,18167,4,541
2355,VILAS,WI,55125,1,25
2356,VIRGINIA BEACH,VA,51810,4,700
2357,VOLUSIA,FL,12127,9,2042
2358,WABASH,IL,17185,1,25
2359,WABASH,IN,18169,1,25
2360,WABASHA,MN,27157,1,25
2361,WADENA,MN,27159,1,49
2362,WAGONER,OK,40145,1,100
2363,WAKE,NC,37183,8,-1216
2364,WALDO,ME,23027,1,25
2365,WALKER,AL,01127,1,267
2366,WALKER,TX,48471,1,123
2367,WALLA WALLA,WA,53071,3,316
2368,WALLOWA,OR,41063,1,57
2369,WALSH,ND,38099,1,14
2370,WALTHALL,MS,28147,1,25
2371,WALTON,FL,12131,2,108
2372,WALTON,GA,13297,2,192
2373,WALWORTH,SD,46129,1,25
2374,WALWORTH,WI,55127,2,134
2375,WAPELLO,IA,19179,1,217
2376,WARD,ND,38101,3,527
2377,WARD,TX,48475,1,25
2378,WARE,GA,13299,2,284
2379,WARREN,IL,17187,1,23
2380,WARREN,IN,18171,1,16
2381,WARREN,KY,21227,4,733
2382,WARREN,MS,28149,2,396
2383,WARREN,NJ,34041,3,-690
2384,WARREN,NY,36113,1,410
2385,WARREN,OH,39165,3,-949
2386,WARREN,PA,42123,2,279
2387,WARREN,TN,47177,1,125
2388,WARREN,VA,51187,1,60
2389,WARRICK,IN,18173,4,181
2390,WASATCH,UT,49051,1,19
2391,WASCO,OR,41065,1,49
2392,WASECA,MN,27161,1,35
2393,WASHAKIE,WY,56043,1,18
2394,WASHBURN,WI,55129,3,75
2395,WASHINGTON,AR,05143,9,-2181
2396,WASHINGTON,FL,12133,1,59
2397,WASHINGTON,GA,13303,1,116
2398,WASHINGTON,IA,19183,1,25
2399,WASHINGTON,ID,16087,1,25
2400,WASHINGTON,IN,18175,1,25
2401,WASHINGTON,LA,22117,3,-1978
2402,WASHINGTON,MD,24043,3,372
2403,WASHINGTON,ME,23029,2,50
2404,WASHINGTON,MN,27163,2,183
2405,WASHINGTON,MO,29221,1,25
2406,WASHINGTON,MS,28151,3,363
2407,WASHINGTON,NE,31177,1,25
2408,WASHINGTON,OH,39167,2,240
2409,WASHINGTON,OK,40147,1,140
2410,WASHINGTON,OR,41067,5,-130
2411,WASHINGTON,PA,42125,4,602
2412,WASHINGTON,RI,44009,2,225
2413,WASHINGTON,TN,47179,7,-97
2414,WASHINGTON,TX,48477,1,60
2415,WASHINGTON,UT,49053,2,-738
2416,WASHINGTON,VA,51191,1,116
2417,WASHINGTON,VT,50023,2,147
2418,WASHINGTON,WI,55131,2,141
2419,WASHITA,OK,40149,1,14
2420,WASHOE,NV,32031,14,-308
2421,WASHTENAW,MI,26161,7,-279
2422,WATAUGA,NC,37189,2,217
2423,WATONWAN,MN,27165,2,50
2424,WAUKESHA,WI,55133,8,1188
2425,WAUSHARA,WI,55137,1,25
2426,WAYNE,GA,13305,1,88
2427,WAYNE,IA,19185,1,25
2428,WAYNE,IL,17191,1,55
2429,WAYNE,IN,18177,3,-748
2430,WAYNE,MI,26163,27,5050
2431,WAYNE,MS,28153,1,80
2432,WAYNE,NY,36117,1,120
2433,WAYNE,OH,39169,2,184
2434,WAYNE,PA,42127,1,90
2435,WAYNE,TN,47181,1,78
2436,WAYNE,WV,54099,1,-999
2437,WEAKLEY,TN,47183,2,140
2438,WEBB,TX,48479,6,-421
2439,WEBER,UT,49057,2,477
2440,WEBSTER,IA,19187,1,200
2441,WEBSTER,LA,22119,2,196
2442,WEBSTER,MS,28155,1,38
2443,WEBSTER,NE,31181,1,13
2444,WEBSTER,WV,54101,1,15
2445,WELD,CO,08123,1,300
2446,WELLS,IN,18179,1,79
2447,WELLS,ND,38103,1,25
2448,WEST CARROLL,LA,22123,1,21
2449,WEST FELICIANA,LA,22125,1,22
2450,WESTCHESTER,NY,36119,18,2236
2451,WESTMORELAND,PA,42129,6,-986
2452,WESTON,WY,56045,1,12
2453,WETZEL,WV,54103,1,58
2454,WEXFORD,MI,26165,1,49
2455,WHARTON,TX,48481,2,210
2456,WHATCOM,WA,53073,2,-746
2457,WHEATLAND,MT,30107,1,25
2458,WHEELER,GA,13309,1,25
2459,WHEELER,TX,48483,2,41
2460,WHITE,AR,05145,3,506
2461,WHITE,IN,18181,1,25
2462,WHITE,TN,47185,1,60
2463,WHITE PINE,NV,32033,1,12
2464,WHITESIDE,IL,17195,2,135
2465,WHITFIELD,GA,13313,1,282
2466,WHITLEY,IN,18183,1,30
2467,WHITLEY,KY,21235,1,273
2468,WHITMAN,WA,53075,2,50
2469,WICHITA,KS,20203,1,37
2470,WICHITA,TX,48485,7,-440
2471,WICOMICO,MD,24045,3,416
2472,WILBARGER,TX,48487,2,687
2473,WILCOX,AL,01131,1,30
2474,WILKES,GA,13317,1,25
2475,WILKES,NC,37193,1,130
2476,WILKIN,MN,27167,1,25
2477,WILKINSON,MS,28157,1,25
2478,WILL,IL,17197,4,-82
2479,WILLIAMS,ND,38105,2,50
2480,WILLIAMS,OH,39171,2,123
2481,WILLIAMSBURG,SC,45089,1,25
2482,WILLIAMSBURG,VA,51830,1,40
2483,WILLIAMSON,IL,17199,3,431
2484,WILLIAMSON,TN,47187,2,225
2485,WILLIAMSON,TX,48491,12,1009
2486,WILSON,KS,20205,1,34
2487,WILSON,NC,37195,1,317
2488,WILSON,TN,47189,2,-754
2489,WILSON,TX,48493,1,44
2490,WINCHESTER,VA,51840,2,-588
2491,WINDHAM,CT,09015,2,234
2492,WINDHAM,VT,50025,3,229
2493,WINDSOR,VT,50027,2,-964
2494,WINKLER,TX,48495,1,19
2495,WINN,LA,22127,3,99
2496,WINNEBAGO,IL,17201,4,907
2497,WINNEBAGO,WI,55139,5,795
2498,WINNESHIEK,IA,19191,1,25
2499,WINONA,MN,27169,1,99
2500,WINSTON,AL,01133,1,59
2501,WINSTON,MS,28159,3,93
2502,WISE,TX,48497,3,184
2503,WISE,VA,51195,1,60
2504,WOOD,OH,39173,1,196
2505,WOOD,TX,48499,2,50
2506,WOOD,WI,55141,3,619
2507,WOOD,WV,54107,2,313
2508,WOODBURY,IA,19193,3,-169
2509,WOODFORD,IL,17203,1,18
2510,WOODFORD,KY,21239,1,25
2511,WOODS,OK,40151,1,25
2512,WOODWARD,OK,40153,2,115
2513,WORCESTER,MA,25027,14,1950
2514,WORCESTER,MD,24047,1,45
2515,WORTH,GA,13321,1,25
2516,WRANGELL-PETERSBURG,AK,02280,2,49
2517,WRIGHT,IA,19197,2,47
2518,WRIGHT,MN,27171,2,104
2519,WYANDOT,OH,39175,1,31
2520,WYANDOTTE,KS,20209,4,1232
2521,WYOMING,NY,36121,1,62
2522,WYOMING,PA,42131,1,48
2523,WYTHE,VA,51197,1,108
2524,YADKIN,NC,37197,1,22
2525,YAKIMA,WA,53077,4,528
2526,YALOBUSHA,MS,28161,1,26
2527,YAMHILL,OR,41071,2,128
2528,YANKTON,SD,46135,3,242
2529,YATES,NY,36123,1,25
2530,YAUCO,PR,72153,1,105
2531,YAVAPAI,AZ,04025,5,-667
2532,YAZOO,MS,28163,1,25
2533,YELL,AR,05149,2,76
2534,YELLOW MEDICINE,MN,27173,2,55
2535,YELLOWSTONE,MT,30111,3,630
2536,YOAKUM,TX,48501,1,24
2537,YOLO,CA,06113,2,156
2538,YORK,ME,23031,5,-705
2539,YORK,NE,31185,2,38
2540,YORK,PA,42133,6,-650
2541,YORK,SC,45091,2,334
2542,YORK,VA,51199,2,-854
2543,YOUNG,TX,48503,2,67
2544,YUBA,CA,06115,2,-826
2545,YUMA,AZ,04027,3,-589
2546,YUMA,CO,08125,2,28
